   96.00000   30.80000    0.00000    2.96826
   96.00000   30.60000    0.00000    2.96869
   96.00000   30.40000    0.00000    2.96953
   96.00000   30.20000    0.00000    2.97080
   96.00000   30.00000    0.00000    2.97250
   96.00000   29.80000    0.00000    2.97461
   96.00000   29.60000    0.00000    2.97714
   96.00000   29.40000    0.00000    2.98007
   96.00000   29.20000    0.00000    2.98337
   96.00000   29.00000    0.00000    2.98700
   96.00000   28.80000    0.00000    2.99090
   96.00000   28.60000    0.00000    2.99501
   96.00000   28.40000    0.00000    2.99922
   96.00000   28.20000    0.00000    3.00344
   96.00000   28.00000    0.00000    3.00758
   96.00000   27.80000    0.00000    3.01156
   96.00000   27.60000    0.00000    3.01530
   96.00000   27.40000    0.00000    3.01876
   96.00000   27.20000    0.00000    3.02189
   96.00000   27.00000    0.00000    3.02469
   96.00000   26.80000    0.00000    3.02714
   96.00000   26.60000    0.00000    3.02925
   96.00000   26.40000    0.00000    3.03106
   96.00000   26.20000    0.00000    3.03262
   96.00000   26.00000    0.00000    3.03404
   96.00000   25.80000    0.00000    3.03546
   96.00000   25.60000    0.00000    3.03706
   96.00000   25.40000    0.00000    3.03903
   96.00000   25.20000    0.00000    3.04151
   96.00000   25.00000    0.00000    3.04463
   96.00000   24.80000    0.00000    3.04845
   96.00000   24.60000    0.00000    3.05295
   96.00000   24.40000    0.00000    3.05806
   96.00000   24.20000    0.00000    3.06363
   96.00000   24.00000    0.00000    3.06947
   96.00000   23.80000    0.00000    3.07534
   96.00000   23.60000    0.00000    3.08106
   96.00000   23.40000    0.00000    3.08645
   96.00000   23.20000    0.00000    3.09140
   96.00000   23.00000    0.00000    3.09587
   96.00000   22.80000    0.00000    3.09985
   96.00000   22.60000    0.00000    3.10337
   96.00000   22.40000    0.00000    3.10646
   96.00000   22.20000    0.00000    3.10917
   96.00000   22.00000    0.00000    3.11155
   96.00000   21.80000    0.00000    3.11364
   96.00000   21.60000    0.00000    3.11546
   96.00000   21.40000    0.00000    3.11704
   96.00000   21.20000    0.00000    3.11840
   96.00000   21.00000    0.00000    3.11954
   96.00000   20.80000    0.00000    3.12049
   96.00000   20.60000    0.00000    3.12124
   96.00000   20.40000    0.00000    3.12181
   96.00000   20.20000    0.00000    3.12218
   96.00000   20.00000    0.00000    3.12237
   96.20000   30.80000    0.00000    2.96820
   96.20000   30.60000    0.00000    2.96862
   96.20000   30.40000    0.00000    2.96948
   96.20000   30.20000    0.00000    2.97077
   96.20000   30.00000    0.00000    2.97250
   96.20000   29.80000    0.00000    2.97466
   96.20000   29.60000    0.00000    2.97725
   96.20000   29.40000    0.00000    2.98026
   96.20000   29.20000    0.00000    2.98366
   96.20000   29.00000    0.00000    2.98742
   96.20000   28.80000    0.00000    2.99148
   96.20000   28.60000    0.00000    2.99574
   96.20000   28.40000    0.00000    3.00010
   96.20000   28.20000    0.00000    3.00445
   96.20000   28.00000    0.00000    3.00868
   96.20000   27.80000    0.00000    3.01268
   96.20000   27.60000    0.00000    3.01640
   96.20000   27.40000    0.00000    3.01976
   96.20000   27.20000    0.00000    3.02274
   96.20000   27.00000    0.00000    3.02531
   96.20000   26.80000    0.00000    3.02747
   96.20000   26.60000    0.00000    3.02923
   96.20000   26.40000    0.00000    3.03061
   96.20000   26.20000    0.00000    3.03166
   96.20000   26.00000    0.00000    3.03250
   96.20000   25.80000    0.00000    3.03330
   96.20000   25.60000    0.00000    3.03427
   96.20000   25.40000    0.00000    3.03567
   96.20000   25.20000    0.00000    3.03771
   96.20000   25.00000    0.00000    3.04053
   96.20000   24.80000    0.00000    3.04421
   96.20000   24.60000    0.00000    3.04877
   96.20000   24.40000    0.00000    3.05412
   96.20000   24.20000    0.00000    3.06009
   96.20000   24.00000    0.00000    3.06643
   96.20000   23.80000    0.00000    3.07284
   96.20000   23.60000    0.00000    3.07906
   96.20000   23.40000    0.00000    3.08487
   96.20000   23.20000    0.00000    3.09016
   96.20000   23.00000    0.00000    3.09488
   96.20000   22.80000    0.00000    3.09905
   96.20000   22.60000    0.00000    3.10270
   96.20000   22.40000    0.00000    3.10589
   96.20000   22.20000    0.00000    3.10867
   96.20000   22.00000    0.00000    3.11111
   96.20000   21.80000    0.00000    3.11325
   96.20000   21.60000    0.00000    3.11511
   96.20000   21.40000    0.00000    3.11673
   96.20000   21.20000    0.00000    3.11813
   96.20000   21.00000    0.00000    3.11931
   96.20000   20.80000    0.00000    3.12029
   96.20000   20.60000    0.00000    3.12107
   96.20000   20.40000    0.00000    3.12165
   96.20000   20.20000    0.00000    3.12203
   96.20000   20.00000    0.00000    3.12222
   96.40000   30.80000    0.00000    2.96806
   96.40000   30.60000    0.00000    2.96850
   96.40000   30.40000    0.00000    2.96938
   96.40000   30.20000    0.00000    2.97071
   96.40000   30.00000    0.00000    2.97250
   96.40000   29.80000    0.00000    2.97474
   96.40000   29.60000    0.00000    2.97746
   96.40000   29.40000    0.00000    2.98063
   96.40000   29.20000    0.00000    2.98426
   96.40000   29.00000    0.00000    2.98830
   96.40000   28.80000    0.00000    2.99268
   96.40000   28.60000    0.00000    2.99729
   96.40000   28.40000    0.00000    3.00199
   96.40000   28.20000    0.00000    3.00663
   96.40000   28.00000    0.00000    3.01106
   96.40000   27.80000    0.00000    3.01514
   96.40000   27.60000    0.00000    3.01880
   96.40000   27.40000    0.00000    3.02196
   96.40000   27.20000    0.00000    3.02460
   96.40000   27.00000    0.00000    3.02670
   96.40000   26.80000    0.00000    3.02826
   96.40000   26.60000    0.00000    3.02927
   96.40000   26.40000    0.00000    3.02973
   96.40000   26.20000    0.00000    3.02968
   96.40000   26.00000    0.00000    3.02924
   96.40000   25.80000    0.00000    3.02865
   96.40000   25.60000    0.00000    3.02822
   96.40000   25.40000    0.00000    3.02835
   96.40000   25.20000    0.00000    3.02936
   96.40000   25.00000    0.00000    3.03147
   96.40000   24.80000    0.00000    3.03483
   96.40000   24.60000    0.00000    3.03948
   96.40000   24.40000    0.00000    3.04539
   96.40000   24.20000    0.00000    3.05229
   96.40000   24.00000    0.00000    3.05981
   96.40000   23.80000    0.00000    3.06746
   96.40000   23.60000    0.00000    3.07481
   96.40000   23.40000    0.00000    3.08157
   96.40000   23.20000    0.00000    3.08759
   96.40000   23.00000    0.00000    3.09285
   96.40000   22.80000    0.00000    3.09739
   96.40000   22.60000    0.00000    3.10131
   96.40000   22.40000    0.00000    3.10469
   96.40000   22.20000    0.00000    3.10763
   96.40000   22.00000    0.00000    3.11019
   96.40000   21.80000    0.00000    3.11243
   96.40000   21.60000    0.00000    3.11439
   96.40000   21.40000    0.00000    3.11610
   96.40000   21.20000    0.00000    3.11758
   96.40000   21.00000    0.00000    3.11883
   96.40000   20.80000    0.00000    3.11987
   96.40000   20.60000    0.00000    3.12070
   96.40000   20.40000    0.00000    3.12132
   96.40000   20.20000    0.00000    3.12173
   96.40000   20.00000    0.00000    3.12193
   96.60000   30.80000    0.00000    2.96785
   96.60000   30.60000    0.00000    2.96831
   96.60000   30.40000    0.00000    2.96922
   96.60000   30.20000    0.00000    2.97061
   96.60000   30.00000    0.00000    2.97248
   96.60000   29.80000    0.00000    2.97485
   96.60000   29.60000    0.00000    2.97775
   96.60000   29.40000    0.00000    2.98119
   96.60000   29.20000    0.00000    2.98517
   96.60000   29.00000    0.00000    2.98967
   96.60000   28.80000    0.00000    2.99461
   96.60000   28.60000    0.00000    2.99985
   96.60000   28.40000    0.00000    3.00519
